name,entity_link
legacies (2018),<http://dbpedia.org/resource/Legacies_(TV_series)>
dolemite is my name (2019),<http://dbpedia.org/resource/Dolemite_Is_My_Name>
heartbreak ridge (1986),<http://dbpedia.org/resource/Heartbreak_Ridge>
patton (1970),<http://dbpedia.org/resource/Patton_(film)>
american sniper (2014),<http://dbpedia.org/resource/American_Sniper>
the longest day (1962),<http://dbpedia.org/resource/The_Longest_Day_(film)>
zombieland: double tap (2019),<http://dbpedia.org/resource/Zombieland:_Double_Tap>
goldfinger (1964),<http://dbpedia.org/resource/Goldfinger_(film)>
on her majesty's secret service (1969),<http://dbpedia.org/resource/On_Her_Majesty's_Secret_Service_(film)>
in like flint (1967),<http://dbpedia.org/resource/In_Like_Flint>
i love cinema (2004),<http://dbpedia.org/resource/I_Love_Cinema>
final destination (2000),<http://dbpedia.org/resource/Final_Destination_(film)>
lethal weapon (1987),<http://dbpedia.org/resource/Lethal_Weapon>
spies in disguise (2019),<http://dbpedia.org/resource/Spies_in_Disguise>
serenity (2019),<http://dbpedia.org/resource/Serenity_(2019_film)>
mary poppins (1964),<http://dbpedia.org/resource/Mary_Poppins_(film)>
admiral (2015),<http://dbpedia.org/resource/Admiral_(gambling)>
firefly (2005),<http://dbpedia.org/resource/Firefly_(film)>
action point (2018),<http://dbpedia.org/resource/Action_Point>
underworld (2003),<http://dbpedia.org/resource/Underworld_(2003_film)>
true blood (2008),<http://dbpedia.org/resource/True_Blood_(season_1)>
jack reacher: never go back (2016),<http://dbpedia.org/resource/Jack_Reacher:_Never_Go_Back>
never go back (2017),<http://dbpedia.org/resource/Jack_Reacher_(film)>
wilby wonderful (2004),<http://dbpedia.org/resource/Wilby_Wonderful>
the royal tenenbaums (2001),<http://dbpedia.org/resource/The_Royal_Tenenbaums>
kicking and screaming (1995),<http://dbpedia.org/resource/Kicking_and_Screaming_(1995_film)>
the grand budapest hotel (2014),<http://dbpedia.org/resource/The_Grand_Budapest_Hotel>
in bruges (2008),<http://dbpedia.org/resource/In_Bruges>
doctor who (2005),<http://dbpedia.org/resource/Doctor_Who_(series_1)>
doctor who (1996),<http://dbpedia.org/resource/Doctor_Who_(film)>
assassin's creed (2016),<http://dbpedia.org/resource/Assassin's_Creed_(film)>
resident evil (2002),<http://dbpedia.org/resource/Resident_Evil_(film)>
michael (1996),<http://dbpedia.org/resource/Michael_(1996_film)>
once (2007),<http://dbpedia.org/resource/Once_(film)>
pi (1998),<http://dbpedia.org/resource/Pi_(film)>
tall girl (2019),<http://dbpedia.org/resource/Tall_Girl>
rocketman (2019),<http://dbpedia.org/resource/Rocketman_(film)>
super (2010),<http://dbpedia.org/resource/Super_(2010_American_film)>
live and let die (1973),<http://dbpedia.org/resource/Live_and_Let_Die_(film)>
moonraker (1979),<http://dbpedia.org/resource/Moonraker_(film)>
copycat (1995),<http://dbpedia.org/resource/Copycat_(film)>
superhero movie (2008),<http://dbpedia.org/resource/Superhero_Movie>
beauty and the beast (2017),<http://dbpedia.org/resource/Beauty_and_the_Beast_(2017_film)>
up (2009),<http://dbpedia.org/resource/Up_(2009_film)>
the bfg (2016),<http://dbpedia.org/resource/The_BFG_(2016_film)>
ratatouille (2007),<http://dbpedia.org/resource/Ratatouille_(film)>
shaft (2019),<http://dbpedia.org/resource/Shaft_(2019_film)>
ghost (1990),<http://dbpedia.org/resource/Ghost_(1990_film)>
the family fang (2015),<http://dbpedia.org/resource/The_Family_Fang_(film)>
everything (2004),<http://dbpedia.org/resource/Everything_(film)>
divergent (2014),<http://dbpedia.org/resource/Divergent_(film)>
truth (2015),<http://dbpedia.org/resource/Truth_(2015_film)>
mad max (1979),<http://dbpedia.org/resource/Mad_Max_(film)>
fury (2014),<http://dbpedia.org/resource/Fury_(2014_film)>
the other woman (2014),<http://dbpedia.org/resource/The_Other_Woman_(2014_film)>
to all the boys i've loved before (2018),<http://dbpedia.org/resource/To_All_the_Boys_I've_Loved_Before_(film)>
alita: battle angel (2019),<http://dbpedia.org/resource/Alita:_Battle_Angel>
primer (2004),<http://dbpedia.org/resource/Primer_(film)>
back to the future (1985),<http://dbpedia.org/resource/Back_to_the_Future>
no country for old men (2007),<http://dbpedia.org/resource/No_Country_for_Old_Men_(film)>
skyfall (2012),<http://dbpedia.org/resource/Skyfall>
homecoming (2009),<http://dbpedia.org/resource/Homecoming_(2009_film)>
parker (2013),<http://dbpedia.org/resource/Parker_(2013_film)>
avengers: age of ultron (2015),<http://dbpedia.org/resource/Avengers:_Age_of_Ultron>
the horse whisperer (1998),<http://dbpedia.org/resource/The_Horse_Whisperer_(film)>
the island (2005),<http://dbpedia.org/resource/The_Island_(2005_film)>
cold war ii (2016),<http://dbpedia.org/resource/Jojo_Rabbit>
hitler (1962),<http://dbpedia.org/resource/Hitler_(1962_film)>
clue (1985),<http://dbpedia.org/resource/Clue_(film)>
hot fuzz (2007),<http://dbpedia.org/resource/Hot_Fuzz>
the happytime murders (2018),<http://dbpedia.org/resource/The_Happytime_Murders>
carrie (1976),<http://dbpedia.org/resource/Carrie_(1976_film)>
white chicks (2004),<http://dbpedia.org/resource/White_Chicks>
roll bounce (2005),<http://dbpedia.org/resource/Roll_Bounce>
casablanca (1942),<http://dbpedia.org/resource/Casablanca_(film)>
titanic (1997),<http://dbpedia.org/resource/Titanic_(1997_film)>
mutants (2008),<http://dbpedia.org/resource/Mutants_(2008_film)>
first descent (2005),<http://dbpedia.org/resource/First_Descent>
the shocks (),<http://dbpedia.org/resource/First_Descent>
the nun (2018),<http://dbpedia.org/resource/The_Nun_(2018_film)>
judgement day (1988),<http://dbpedia.org/resource/Judgement_Day_(1988_film)>
prime (2005),<http://dbpedia.org/resource/Prime_(film)>
play (2020),<http://dbpedia.org/resource/Play_(Chungha_song)>
midsommer (2003),<http://dbpedia.org/resource/Midsommer>
the wicker man (2006),<http://dbpedia.org/resource/The_Wicker_Man_(2006_film)>
dolittle (2020),<http://dbpedia.org/resource/Dolittle_(film)>
the incredible burt wonderstone (2013),<http://dbpedia.org/resource/The_Incredible_Burt_Wonderstone>
i love you phillip morris (2009),<http://dbpedia.org/resource/I_Love_You_Phillip_Morris>
good time (2017),<http://dbpedia.org/resource/Good_Time_(film)>
taxi (1998),<http://dbpedia.org/resource/Taxi_(1998_film)>
the lighthouse (2019),<http://dbpedia.org/resource/The_Lighthouse_(2019_film)>
poltergeist (2015),<http://dbpedia.org/resource/Poltergeist_(2015_film)>
upgrade (2018),<http://dbpedia.org/resource/Upgrade_(film)>
fight club (1999),<http://dbpedia.org/resource/Fight_Club>
sleepaway camp (1983),<http://dbpedia.org/resource/Sleepaway_Camp_(film_series)>
camp (2003),<http://dbpedia.org/resource/Camp_(2003_film)>
the hangover part iii (2013),<http://dbpedia.org/resource/The_Hangover_Part_III>
the hangover (2009),<http://dbpedia.org/resource/The_Hangover>
mamma mia! here we go again (2018),<http://dbpedia.org/resource/Mamma_Mia!_Here_We_Go_Again>
the river wild (1994),<http://dbpedia.org/resource/The_River_Wild>
mamma mia! (2008),<http://dbpedia.org/resource/Mamma_Mia!_(film)>
eternal sunshine of the spotless mind (2004),<http://dbpedia.org/resource/Eternal_Sunshine_of_the_Spotless_Mind>
the stranger (2020),<http://dbpedia.org/resource/The_Stranger_(2020_American_TV_series)>
black and white (1999),<http://dbpedia.org/resource/Black_and_White_(1999_TV_film)>
cars (2006),<http://dbpedia.org/resource/Cars_(film)>
sharktopus (2010),<http://dbpedia.org/resource/Sharktopus>
the time traveler's wife (2009),<http://dbpedia.org/resource/The_Time_Traveler's_Wife_(film)>
maid of honor (2006),<http://dbpedia.org/resource/The_Wedding_Date>
emma. (2020),<http://dbpedia.org/resource/Emma_(1996_TV_film)>
inside out (2015),<http://dbpedia.org/resource/Inside_Out_(2015_film)>
fantastic mr. fox (2009),<http://dbpedia.org/resource/Fantastic_Mr._Fox_(film)>
isle of dogs (2018),<http://dbpedia.org/resource/Isle_of_Dogs_(film)>
the nightmare before christmas (1993),<http://dbpedia.org/resource/The_Nightmare_Before_Christmas>
the farewell (2019),<http://dbpedia.org/resource/The_Farewell_(2019_film)>
castle rock (2018),<http://dbpedia.org/resource/Castle_Rock_(TV_series)>
jack the giant slayer (2013),<http://dbpedia.org/resource/Jack_the_Giant_Slayer>
giant (1956),<http://dbpedia.org/resource/Giant_(1956_film)>
natural born killers (1994),<http://dbpedia.org/resource/Natural_Born_Killers>
men in black: international (2019),<http://dbpedia.org/resource/Men_in_Black:_International>
dark days (2000),<http://dbpedia.org/resource/Dark_Days_(film)>
american gangster (2007),<http://dbpedia.org/resource/American_Gangster_(film)>
annabelle comes home (2019),<http://dbpedia.org/resource/Annabelle_Comes_Home>
september (1987),<http://dbpedia.org/resource/September_(1987_film)>
fighting (2009),<http://dbpedia.org/resource/Fighting_(2009_film)>
the dictator (2012),<http://dbpedia.org/resource/The_Dictator_(2012_film)>
hours (2013),<http://dbpedia.org/resource/Hours_(2013_film)>
soldier (1998),<http://dbpedia.org/resource/Soldier_(1998_American_film)>
bloodshot (2020),<http://dbpedia.org/resource/Bloodshot_(film)>
the predator (2018),<http://dbpedia.org/resource/The_Predator_(film)>
ghost in the machine (1993),<http://dbpedia.org/resource/Ghost_in_the_Machine_(film)>
gracie's choice (2004),<http://dbpedia.org/resource/Gracie's_Choice>
the hateful eight (2015),<http://dbpedia.org/resource/The_Hateful_Eight>
hostiles (2017),<http://dbpedia.org/resource/Hostiles_(film)>
downton abbey (2010),<http://dbpedia.org/resource/Downton_Abbey>
it comes at night (2017),<http://dbpedia.org/resource/It_Comes_at_Night>
rebecca (1940),<http://dbpedia.org/resource/Rebecca_(1940_film)>
fatal attraction (1987),<http://dbpedia.org/resource/Fatal_Attraction>
aaron stone (2009),<http://dbpedia.org/resource/Aaron_Stone>
burlesque (2010),<http://dbpedia.org/resource/Burlesque_(2010_American_film)>
"where'd you go, bernadette (2019)","<http://dbpedia.org/resource/Where'd_You_Go,_Bernadette_(film)>"
mystery woman (2003),<http://dbpedia.org/resource/Mystery_Woman>
the lord of the rings (1978),<http://dbpedia.org/resource/The_Lord_of_the_Rings_(1978_film)>
exorcist (1973),<http://dbpedia.org/resource/Charlie's_Angels_(2000_film)>
black hawk down (2001),<http://dbpedia.org/resource/Black_Hawk_Down_(film)>
in the mouth of madness (1994),<http://dbpedia.org/resource/In_the_Mouth_of_Madness>
the shallows (2016),<http://dbpedia.org/resource/The_Shallows_(film)>
the sixth sense (1999),<http://dbpedia.org/resource/The_Sixth_Sense>
wild things (1998),<http://dbpedia.org/resource/Wild_Things_(film)>
the operative (2019),<http://dbpedia.org/resource/The_Operative_(film)>
the angel (2018),<http://dbpedia.org/resource/The_Angel_(2018_American_film)>
banning (1967),<http://dbpedia.org/resource/Banning_(film)>
the president (1961),<http://dbpedia.org/resource/The_President_(1961_film)>
domino (2005),<http://dbpedia.org/resource/Domino_(2005_film)>
copenhagen (2014),<http://dbpedia.org/resource/Copenhagen_(2014_film)>
independence day: resurgence (2016),<http://dbpedia.org/resource/Independence_Day:_Resurgence>
emotional arithmetic (2007),<http://dbpedia.org/resource/Emotional_Arithmetic>
crimson peak (2015),<http://dbpedia.org/resource/Crimson_Peak>
rain man (1988),<http://dbpedia.org/resource/Rain_Man>
daddy's home (2015),<http://dbpedia.org/resource/Daddy's_Home_(film)>
rose red (),<http://dbpedia.org/resource/Rose_Red_(miniseries)>
trainspotting (1996),<http://dbpedia.org/resource/Trainspotting_(film)>
slasher (2004),<http://dbpedia.org/resource/Slasher_(2004_film)>
scream (1996),<http://dbpedia.org/resource/Scream_(1996_film)>
the seven deadly sins (2014),<http://dbpedia.org/resource/The_Seven_Deadly_Sins_(season_1)>
wild (2014),<http://dbpedia.org/resource/Wild_(2014_film)>
6 underground (2019),<http://dbpedia.org/resource/6_Underground_(film)>
kingsman: the secret service (2014),<http://dbpedia.org/resource/Kingsman:_The_Secret_Service>
a christmas prince (2017),<http://dbpedia.org/resource/A_Christmas_Prince>
the rose (1979),<http://dbpedia.org/resource/The_Rose_(film)>
the lovely bones (2009),<http://dbpedia.org/resource/The_Lovely_Bones_(film)>
clueless (1995),<http://dbpedia.org/resource/Clueless>
overboard (2018),<http://dbpedia.org/resource/Overboard_(2018_film)>
you've got mail (1998),<http://dbpedia.org/resource/You've_Got_Mail>
the rock (1996),<http://dbpedia.org/resource/The_Rock_(film)>
fast and the furious (2001),<http://dbpedia.org/resource/Mission:_Impossible_(film)>
kevin (2011),<http://dbpedia.org/resource/Jumanji>
midnight cowboy (1969),<http://dbpedia.org/resource/Midnight_Cowboy>
runaway bride (1999),<http://dbpedia.org/resource/Runaway_Bride_(film)>
pretty woman (1990),<http://dbpedia.org/resource/Pretty_Woman>
cinderella (2015),<http://dbpedia.org/resource/Cinderella_(2015_Disney_film)>
13 going on 30 (2004),<http://dbpedia.org/resource/13_Going_on_30>
rocky (1976),<http://dbpedia.org/resource/Rocky>
mike and dave need wedding dates (2016),<http://dbpedia.org/resource/Mike_and_Dave_Need_Wedding_Dates>
gotcha! (1985),<http://dbpedia.org/resource/Gotcha!_(film)>
in the tall grass (2019),<http://dbpedia.org/resource/In_the_Tall_Grass_(film)>
texas chainsaw (2013),<http://dbpedia.org/resource/Split_(2016_American_film)>
the man from nowhere (2010),<http://dbpedia.org/resource/The_Man_from_Nowhere_(2010_film)>
batman v superman: dawn of justice (2016),<http://dbpedia.org/resource/Batman_v_Superman:_Dawn_of_Justice>
justice league extinction (2020),<http://dbpedia.org/resource/Aquaman_(film)>
the lovebirds (2020),<http://dbpedia.org/resource/The_Lovebirds_(2020_film)>
the prom (2020),<http://dbpedia.org/resource/The_Prom_(film)>
the show (2017),<http://dbpedia.org/resource/The_Show_(2017_film)>
apocalypse (2011),<http://dbpedia.org/resource/Apocalypse_(Bill_Callahan_album)>
accepted (2006),<http://dbpedia.org/resource/Accepted>
the hurt locker (2008),<http://dbpedia.org/resource/The_Hurt_Locker>
a nightmare on elm street (2010),<http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_(2010_film)>
meet the fockers (2004),<http://dbpedia.org/resource/Meet_the_Fockers>
countdown (2019),<http://dbpedia.org/resource/Countdown_(2019_film)>
emperor (2020),<http://dbpedia.org/resource/Emperor_(2020_film)>
rushmore (1998),<http://dbpedia.org/resource/Rushmore_(film)>
the monuments men (2014),<http://dbpedia.org/resource/The_Monuments_Men>
paul (2011),<http://dbpedia.org/resource/Paul_(film)>
the walker (2007),<http://dbpedia.org/resource/The_Walker>
found (2012),<http://dbpedia.org/resource/Hysterical_(1983_film)>
the ballad of buster scruggs (2018),<http://dbpedia.org/resource/The_Ballad_of_Buster_Scruggs>
brothers (2009),<http://dbpedia.org/resource/Brothers_(2009_film)>
miller's crossing (1990),<http://dbpedia.org/resource/Miller's_Crossing>
barton fink (1991),<http://dbpedia.org/resource/Barton_Fink>
medium cool (1969),<http://dbpedia.org/resource/Medium_Cool>
atlantis (1991),<http://dbpedia.org/resource/Atlantis_(1991_film)>
the village (2004),<http://dbpedia.org/resource/The_Village_(2004_film)>
the uninvited (2009),<http://dbpedia.org/resource/The_Uninvited_(2009_film)>
nobody's fool (2018),<http://dbpedia.org/resource/Nobody's_Fool_(2018_film)>
like a boss (2020),<http://dbpedia.org/resource/Like_a_Boss_(film)>
jeepers creepers (2001),<http://dbpedia.org/resource/Jeepers_Creepers_(2001_film)>
ouija (2014),<http://dbpedia.org/resource/Ouija_(2014_film)>
frank (2014),<http://dbpedia.org/resource/Frank_(film)>
hoffa (1992),<http://dbpedia.org/resource/Hoffa_(film)>
office christmas party (2016),<http://dbpedia.org/resource/Office_Christmas_Party>
jennifer (1978),<http://dbpedia.org/resource/Jennifer_(1978_film)>
the secret life of pets 2 (2019),<http://dbpedia.org/resource/The_Secret_Life_of_Pets_2>
appropriate adult (2011),<http://dbpedia.org/resource/Appropriate_Adult>
burn after reading (2008),<http://dbpedia.org/resource/Burn_After_Reading>
horrible bosses (2011),<http://dbpedia.org/resource/Horrible_Bosses>
jay and silent bob reboot (2019),<http://dbpedia.org/resource/Jay_and_Silent_Bob_Reboot>
giant little ones (2018),<http://dbpedia.org/resource/Giant_Little_Ones>
gotti (2018),<http://dbpedia.org/resource/Gotti_(song)>
ricky (2009),<http://dbpedia.org/resource/Ricky_(2009_film)>
some like it hot (1959),<http://dbpedia.org/resource/Some_Like_It_Hot>
genre (1996),<http://dbpedia.org/resource/Genre_(1996_film)>
true story (2015),<http://dbpedia.org/resource/True_Story_(film)>
the scarlet pimpernel (1982),<http://dbpedia.org/resource/The_Scarlet_Pimpernel_(1982_film)>
inside (2017),<http://dbpedia.org/resource/It_(miniseries)>
robots (2005),<http://dbpedia.org/resource/Robots_(2005_film)>
surrogates (2009),<http://dbpedia.org/resource/Surrogates>
national lampoon's vacation (1983),<http://dbpedia.org/resource/National_Lampoon's_Vacation>
brittany runs a marathon (2019),<http://dbpedia.org/resource/Brittany_Runs_a_Marathon>
goldengirl (1979),<http://dbpedia.org/resource/Goldengirl>
starship troopers 2: hero of the federation (2004),<http://dbpedia.org/resource/Starship_Troopers_2:_Hero_of_the_Federation>
starship troopers (1997),<http://dbpedia.org/resource/Starship_Troopers_(film)>
beautiful creatures (2013),<http://dbpedia.org/resource/Beautiful_Creatures_(2013_film)>
saving mr. banks (2013),<http://dbpedia.org/resource/Saving_Mr._Banks>
moneyball (2011),<http://dbpedia.org/resource/Moneyball_(film)>
hugo (2011),<http://dbpedia.org/resource/Hugo_(film)>
hacksaw ridge (2016),<http://dbpedia.org/resource/Hacksaw_Ridge>
donnie darko (2001),<http://dbpedia.org/resource/Donnie_Darko>
sheriff (2004),<http://dbpedia.org/resource/The_Hateful_Eight>
network (1976),<http://dbpedia.org/resource/Network_(1976_film)>
the death of stalin (2017),<http://dbpedia.org/resource/The_Death_of_Stalin>
the psychopath (1966),<http://dbpedia.org/resource/The_Psychopath>
the hallow (2015),<http://dbpedia.org/resource/The_Hallow>
you & i (2014),<http://dbpedia.org/resource/You_&_I_(Nobody_in_the_World)>
"definitely, maybe (2008)","<http://dbpedia.org/resource/Definitely,_Maybe>"
waiting... (2005),<http://dbpedia.org/resource/Waiting..._(film)>
chuck (2017),<http://dbpedia.org/resource/Chuck_(Chuck_Berry_album)>
lone survivor (2013),<http://dbpedia.org/resource/Lone_Survivor>
london has fallen (2016),<http://dbpedia.org/resource/London_Has_Fallen>
always be my maybe (2019),<http://dbpedia.org/resource/Always_Be_My_Maybe_(2019_film)>
paul blart: mall cop 2 (2015),<http://dbpedia.org/resource/Paul_Blart:_Mall_Cop_2>
pet sematary (2019),<http://dbpedia.org/resource/Pet_Sematary_(2019_film)>
gone girl (2014),<http://dbpedia.org/resource/Gone_Girl_(film)>
black mass (2015),<http://dbpedia.org/resource/Black_Mass_(film)>
the bucket list (2007),<http://dbpedia.org/resource/The_Bucket_List>
same kind of different as me (2017),<http://dbpedia.org/resource/Same_Kind_of_Different_as_Me_(film)>
before you go (2002),<http://dbpedia.org/resource/Before_You_Go_(film)>
back to the future part ii (1989),<http://dbpedia.org/resource/Back_to_the_Future_Part_II>
roman (2006),<http://dbpedia.org/resource/Roman_(film)>
gladiator (2000),<http://dbpedia.org/resource/Gladiator_(2000_film)>
barbarian queen (1985),<http://dbpedia.org/resource/Barbarian_Queen>
julius caesar (2002),<http://dbpedia.org/resource/Oscar_(1991_film)>
supernatural (1933),<http://dbpedia.org/resource/Supernatural_(film)>
monster (2003),<http://dbpedia.org/resource/Monster_(2003_film)>
totally baked (2007),<http://dbpedia.org/resource/Jeepers_Creepers_(2001_film)>
30 days of night (2007),<http://dbpedia.org/resource/30_Days_of_Night_(film)>
high incident (1996),<http://dbpedia.org/resource/High_Incident>
a fall from grace (2020),<http://dbpedia.org/resource/A_Fall_from_Grace>
the photograph (2020),<http://dbpedia.org/resource/The_Photograph_(2020_film)>
carol (2015),<http://dbpedia.org/resource/Carol_(film)>
inside amy schumer (2013),<http://dbpedia.org/resource/Inside_Amy_Schumer>
sausage party (2016),<http://dbpedia.org/resource/Sausage_Party>
gangs of new york (2002),<http://dbpedia.org/resource/Gangs_of_New_York>
most wanted (1997),<http://dbpedia.org/resource/Most_Wanted_(1997_film)>
the rainbow (1989),<http://dbpedia.org/resource/The_Rainbow_(1989_film)>
captive state (2019),<http://dbpedia.org/resource/Captive_State>
good will hunting (1997),<http://dbpedia.org/resource/Good_Will_Hunting>
vampire (2011),<http://dbpedia.org/resource/Vampire_(2011_film)>
fantasy island (2020),<http://dbpedia.org/resource/Fantasy_Island_(film)>
under the shadow (2016),<http://dbpedia.org/resource/Under_the_Shadow>
phantasm (1979),<http://dbpedia.org/resource/Phantasm_(film)>
cursed (2005),<http://dbpedia.org/resource/Cursed_(2005_film)>
great migrations (2010),<http://dbpedia.org/resource/Great_Migrations>
werewolf (2018),<http://dbpedia.org/resource/Werewolf_(2018_film)>
queen of the damned (2002),<http://dbpedia.org/resource/Queen_of_the_Damned>
vampire hunter d (1985),<http://dbpedia.org/resource/Vampire_Hunter_D_(1985_film)>
gothika (2003),<http://dbpedia.org/resource/Gothika>
knocked up (2007),<http://dbpedia.org/resource/Knocked_Up>
fantastic four (2015),<http://dbpedia.org/resource/Fantastic_Four_(2015_film)>
moving art: forests (2014),<http://dbpedia.org/resource/Wings_of_Life>
exorcism (2014),<http://dbpedia.org/resource/Annabelle_(film)>
brahms: the boy ii (2020),<http://dbpedia.org/resource/Brahms:_The_Boy_II>
spiral: from the book of saw (),<http://dbpedia.org/resource/Paranormal_Activity_(film_series)>
jackson (2016),<http://dbpedia.org/resource/Spiral_(2007_film)>
pearl harbor (2001),<http://dbpedia.org/resource/Pearl_Harbor_(film)>
alive (1993),<http://dbpedia.org/resource/Alive_(1993_film)>
tucker and dale vs evil (2010),<http://dbpedia.org/resource/Evil_(TV_series)>
jennifer's body (2009),<http://dbpedia.org/resource/Jennifer's_Body>
3 backyards (2010),<http://dbpedia.org/resource/3_Backyards>
silent night (2012),<http://dbpedia.org/resource/Silent_Night_(2012_film)>
ocean's 8 (2018),<http://dbpedia.org/resource/Ocean's_8>
lady bird (2017),<http://dbpedia.org/resource/Lady_Bird_(film)>
little women: la (2014),<http://dbpedia.org/resource/Little_Women:_LA>
such good friends (1971),<http://dbpedia.org/resource/Such_Good_Friends>
whiplash (2014),<http://dbpedia.org/resource/Whiplash_(2014_film)>
gravity (2013),<http://dbpedia.org/resource/Gravity_(2013_film)>
outlander (2008),<http://dbpedia.org/resource/Outlander_(film)>
sorry angel (2018),<http://dbpedia.org/resource/Sorry_Angel>
the aftermath (2019),<http://dbpedia.org/resource/The_Aftermath_(2019_film)>
billy madison (1995),<http://dbpedia.org/resource/Billy_Madison>
gattaca (1997),<http://dbpedia.org/resource/Gattaca>
district 9 (2009),<http://dbpedia.org/resource/District_9>
aliens (1986),<http://dbpedia.org/resource/Aliens_(film)>
manhattan night (2016),<http://dbpedia.org/resource/Manhattan_Night>
the quiet (2005),<http://dbpedia.org/resource/The_Quiet>
full tilt (2014),<http://dbpedia.org/resource/A_Quiet_Place>
remember the titans (2000),<http://dbpedia.org/resource/Remember_the_Titans>
the bone collector (1999),<http://dbpedia.org/resource/The_Bone_Collector>
baby (2015),<http://dbpedia.org/resource/Baby_(2015_Hindi_film)>
north (1994),<http://dbpedia.org/resource/North_(1994_film)>
life is beautiful (1997),<http://dbpedia.org/resource/Life_Is_Beautiful>
jazz (1935),<http://dbpedia.org/resource/The_Rock_(film)>
supernatural activity (2012),<http://dbpedia.org/resource/Supernatural_Activity>
the orphanage (2007),<http://dbpedia.org/resource/The_Orphanage_(2007_film)>
the rocky horror picture show (1975),<http://dbpedia.org/resource/The_Rocky_Horror_Picture_Show>
bad taste (1987),<http://dbpedia.org/resource/Bad_Taste>
supporting characters (2012),<http://dbpedia.org/resource/Supporting_Characters>
baby boy (2001),<http://dbpedia.org/resource/Baby_Boy_(film)>
the curious case of benjamin button (2008),<http://dbpedia.org/resource/The_Curious_Case_of_Benjamin_Button_(film)>
i can do bad all by myself (2009),<http://dbpedia.org/resource/The_Curious_Case_of_Benjamin_Button_(film)>
kate (),<http://dbpedia.org/resource/Last_Christmas_(film)>
dumped (2018),<http://dbpedia.org/resource/San_Francisco_(1936_film)>
ip man 4: the finale (2019),<http://dbpedia.org/resource/Ip_Man_4:_The_Finale>
wilson (2017),<http://dbpedia.org/resource/Wilson_(2017_film)>
underwater (2020),<http://dbpedia.org/resource/Underwater_(film)>
annabelle: creation (2017),<http://dbpedia.org/resource/Annabelle:_Creation>
onward (2020),<http://dbpedia.org/resource/Onward_(film)>
apocalypto (2006),<http://dbpedia.org/resource/Apocalypto>
slim (1937),<http://dbpedia.org/resource/Slim_(film)>
rosewood (1997),<http://dbpedia.org/resource/Rosewood_(film)>
romance (1999),<http://dbpedia.org/resource/Romance_(1999_film)>
insidious (2010),<http://dbpedia.org/resource/Insidious_(film)>
dog days (2018),<http://dbpedia.org/resource/Dog_Days_(2018_film)>
four weddings and a funeral (1994),<http://dbpedia.org/resource/Four_Weddings_and_a_Funeral>
mean girls (2004),<http://dbpedia.org/resource/Mean_Girls>
weiner (2016),<http://dbpedia.org/resource/Weiner_(film)>
fido (2006),<http://dbpedia.org/resource/Fido_(film)>
27 dresses (2008),<http://dbpedia.org/resource/27_Dresses>
500 days of summer (2009),<http://dbpedia.org/resource/500_Days_of_Summer>
the switch (2010),<http://dbpedia.org/resource/The_Switch_(2010_film)>
juno (2007),<http://dbpedia.org/resource/Juno_(film)>
grosse pointe blank (1997),<http://dbpedia.org/resource/Grosse_Pointe_Blank>
chasing amy (1997),<http://dbpedia.org/resource/Chasing_Amy>
max steel (2016),<http://dbpedia.org/resource/Max_Steel_(film)>
the green (2011),<http://dbpedia.org/resource/The_Green_(film)>
the foreigner (2017),<http://dbpedia.org/resource/The_Foreigner_(2017_film)>
remember (2015),<http://dbpedia.org/resource/Remember_(2015_film)>
identity (2003),<http://dbpedia.org/resource/Identity_(2003_film)>
century (1993),<http://dbpedia.org/resource/Century_(film)>
one flew over the cuckoo's nest (1975),<http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film)>
blood (2012),<http://dbpedia.org/resource/Blood_(2012_film)>
signs (2002),<http://dbpedia.org/resource/Signs_(2002_film)>
help me help you (2006),<http://dbpedia.org/resource/Help_Me_Help_You_(TV_series)>
adventures of captain marvel (1941),<http://dbpedia.org/resource/Adventures_of_Captain_Marvel>
erin brockovich (2000),<http://dbpedia.org/resource/Erin_Brockovich_(film)>
mulan (2020),<http://dbpedia.org/resource/Mulan_(2020_film)>
rush (2013),<http://dbpedia.org/resource/Rush_(2013_film)>
tomorrow (1972),<http://dbpedia.org/resource/Tomorrow_(1972_film)>
les norton (2019),<http://dbpedia.org/resource/Les_Norton_(TV_series)>
back (2017),<http://dbpedia.org/resource/Back_(TV_series)>
the dark knight rises (2012),<http://dbpedia.org/resource/The_Dark_Knight_Rises>
argo (2012),<http://dbpedia.org/resource/Argo_(2012_film)>
modern times (1936),<http://dbpedia.org/resource/Modern_Times_(film)>
it follows (2015),<http://dbpedia.org/resource/Hereditary_(film)>
you're next (2011),<http://dbpedia.org/resource/Hereditary_(film)>
insidious: the last key (2018),<http://dbpedia.org/resource/Insidious:_The_Last_Key>
silent hill (2006),<http://dbpedia.org/resource/Silent_Hill_(film)>
the prestige (2006),<http://dbpedia.org/resource/The_Prestige_(film)>
2001: a space odyssey (1968),<http://dbpedia.org/resource/Interstellar_(film)>
47 meters down (2017),<http://dbpedia.org/resource/47_Meters_Down>
apollo 13 (1995),<http://dbpedia.org/resource/Apollo_13_(film)>
scott pilgrim vs. the world (2010),<http://dbpedia.org/resource/Scott_Pilgrim_vs._the_World>
mistress (1992),<http://dbpedia.org/resource/Mistress_(1992_film)>
